concept_id,concept_name,patient_count
4185423,Chronic osteoarthritis,39
4338512,Gender identity disorder,39
4281692,Identity disorder,39
80262,Epidermal burn of multiple sites of upper limb,39
4056460,Injury of blood vessel of thumb,39
377535,Sleep walking disorder,39
40481303,Aphonia,39
440812,Pathological fracture - lower leg,39
4230389,Energy and stamina finding,39
37165648,"Disorder of breast during pregnancy, childbirth and/or puerperium",39
4197155,Intermediate uveitis,39
4054521,Neoplasm of epiglottis,39
4067532,Neuropathic spondylopathy,38
45766909,Chronic synovitis,38
4299099,Abnormal keratinization of hair follicle,38
604805,Neonatal disorder due to maternal hypertension,38
432933,Aneurysm of artery of lower extremity,38
1076470,Malignant neoplasm of epiglottis,38
4246922,Primary malignant neoplasm of epiglottis,38
4201423,Wilson-Mikity syndrome,38
4347287,Drug-induced myopathy,38
4089362,Cerebral cryptococcosis,38
44501585,"Acinar cell carcinoma of middle lobe, lung",38
4029735,Disorder of carbohydrate absorption,38
36518632,"Neuroendocrine tumor, grade 2 of rectum, NOS",38
4171795,Psychostimulant overdose,38
37208038,Neoplasm of uncertain behavior of right breast,38
441329,Pathological resorption of tooth,38
45757122,Premature rupture of membranes in full term pregnancy with onset of labor within 24 hours of rupture,38
432256,Primary malignant neoplasm of Meckel's diverticulum,38
439794,Central sleep apnea syndrome,38
36403089,Endometrioid intraepithelial neoplasia of endometrium,38
4119953,Post-infarction ventricular septal defect,38
443794,Retraction of eyelid,38
37312034,Amnestic disorder caused by psychoactive substance,38
435308,Acute glomerulonephritis,38
437834,Non-autoimmune hemolytic anemia,38
4031653,Follicular keratosis,38
40483761,Acute myeloid leukemia with myelodysplasia-related changes,38
4094863,Malignant tumor of Meckel's diverticulum,38
4314399,Congenital anomaly of rectum,38
3654972,Burn of digits of hand,38
4199541,Carbuncle of lower limb,38
4108636,Superficial injury of head and neck,38
4303970,Endometrial intraepithelial neoplasia,38
603020,Secondary hemophagocytic lymphohistiocytosis,38
42536633,Acquired ventricular septal defect,38
433577,Hammer toe,38
4094864,Primary carcinoma of liver,38
373172,Amnestic disorder caused by drug,38
44502900,"Glioblastoma, NOS, of temporal lobe",38
4096185,Pituitary dependent hypercortisolism,38
45763584,Proliferative retinopathy due to type 1 diabetes mellitus,38
436532,Congenital cytomegalovirus infection,38
44500872,"Adenocarcinoma, NOS, of other specified parts of pancreas",38
259070,Acute proliferative glomerulonephritis,38
42536632,Acquired abnormality of cardiac ventricle,38
4098617,Hemophagocytic lymphohistiocytosis due to infection,38
4130994,Neoplasm of Meckel's diverticulum,38
44503502,"Glioma, malignant of brain, NOS",38
321389,Disorder of intervertebral disc of thoracic spine,38
4101639,Flexion deformity of toe,38
4228936,Cryptococcus infection of the central nervous system,38
434663,Acute endocarditis,38
4029434,ACTH hypersecretion,38
4066502,Clicking joint,37
440158,"Venereal disease in mother complicating pregnancy, childbirth AND/OR puerperium",37
45766331,Bacterial tonsillitis,37
4094281,Noises in joint,37
4095167,Malignant tumor of ureteric orifice,37
4114607,Traumatic arthropathy of interphalangeal joint of toe,37
75373,Open fracture of head of radius,37
44809244,Traumatic dislocation of interphalangeal joint of toe,37
4274404,Calcification of joint,37
4093193,Elbow stiff,37
4249128,Amebic infection of central nervous system,37
37110651,Injury of flexor muscle of finger at forearm level,37
81988,Sprain of sternum,37
201214,Toxic shock syndrome,37
37167237,Pain in muscle of upper arm,37
197493,Hepatitis D superinfection of hepatitis B carrier,37
4150193,Juvenile osteochondrosis of hand,37
4057039,Fat embolism,37
46270434,Derangement of meniscus due to injury of knee,37
76574,Full thickness burn of lower leg,37
760140,Acute non-suppurative otitis media of left ear,37
4066505,Clicking hip,37
4108968,Vogt-Koyanagi-Harada disease,37
439148,Disorder of extraocular muscle,37
36717227,Primary serous adenocarcinoma of endometrium,37
4095593,Malignant melanoma of neck,37
36684471,Ependymoma of central nervous system,37
4280235,Strain of thoracic region,37
77066,Derangement of medial meniscus,37
602005,Primary adenocarcinoma of head,37
4130020,Drug-induced thyroiditis,37
74808,Injury of saphenous vein,37
76924,Primary malignant neoplasm of ureteric orifice of urinary bladder,37
316280,Fat embolism as early complication of trauma,37
4051124,Open wound of buccal mucosa,37
440424,Aphasia,37
440738,Phlebitis of the femoral vein,37
36714644,Atresia of pulmonary valve,37
4219481,Degenerative joint disease of ankle AND/OR foot,37
4245143,Cellulitis of chest wall,37
4246801,Primary malignant neoplasm of blood vessel,37
4041820,Velopharyngeal dysfunction,37
4156958,Acquired ptosis of eyelid,37
4212727,Streptococcal tonsillitis,37
376224,Spina bifida without hydrocephalus,37
760178,Acute non-suppurative otitis media of right ear,37
78276,Open fracture of ilium,37
4060034,Abnormal biochemical finding on antenatal screening of mother,37
35607972,Pilocytic astrocytoma,37
374623,Alcohol amnestic disorder,37
443524,Mixed urinary incontinence,37
40482745,Ependymoma,37
4092517,Choriocarcinoma,37
40489468,Non-Hodgkin's lymphoma of lung,37
4054463,Open wound of nasal septum,37
760031,Acute non-suppurative otitis media of bilateral ears,37
4250314,Feeding disorder of infancy OR early childhood,37
36717115,Somatic dysfunction of head region,37
37206102,Malabsorption syndrome due to intolerance to lactose,37
439024,Lacrimal fistula,37
36716972,Primary squamous cell carcinoma of anus,37
40481975,Spondylolysis of cervical spine,37
4149850,Malignant melanoma of head and neck,37
78505,"Localized, primary osteoarthritis of the ankle and/or foot",37
4096099,Phlebitis of deep veins of lower extremity,37
44502049,"Dermatofibrosarcoma protuberans, fibrosarcomatous of skin of trunk",37
37164409,Serous carcinoma of body of uterus,37
4247358,Primary malignant neoplasm of soft tissues of pelvis,37
4167918,Umbilical hemorrhage,37
36566004,"Squamous cell carcinoma, NOS, of skin of upper limb and shoulder",37
373684,Amebic brain abscess,37
46273646,Derangement of medial meniscus due to injury of knee,37
373194,Paralytic ptosis,37
4151682,Puncture wound of trunk,36
4077950,Infection caused by Clostridium tetani,36
4119769,Tuberculous mesenteric adenitis,36
4134723,Coronary artery thrombosis,36
4288480,Rett syndrome,36
4085622,Acute amebic dysentery,36
40487484,Carcinoma of cheek,36
4278524,Inflammatory pain,36
4200680,Bockhart impetigo,36
4242178,Congenital abnormal shape of metatarsal bone,36
4006101,Congenital scoliosis due to bony malformation,36
4178810,Gastrointestinal complication of procedure,36
40483834,Intracranial cavernous hemangioma,36
4173780,Iliotibial band friction syndrome,36
4150752,Congenital abnormality of nipple,36
1245147,MECP2 related disorder,36
37162522,Entamoeba histolytica enteritis of intestine,36
376699,Cicatricial ectropion,36
4101637,Deformity of bone in foot,36
42536978,"Burn involving 10-19 percent of body surface, with 10-14 percent of body surface with full thickness burn",36
4176400,Accessory nipple,36
4108215,Coronary thrombosis not resulting in myocardial infarction,36
200618,Postoperative shock,36
134732,Acquired forearm deformity,36
4311040,Acute amebiasis,36
4063922,Impetigo follicularis,36
440601,Toxic effect of chlorine gas,36
4217187,Epididymitis with abscess,36
44503551,"Tubular adenocarcinoma of greater curvature of stomach, NOS",36
443407,Lower limb arterial embolus,36
4001492,Oroantral fistula,36
44501339,Papillary urothelial carcinoma of posterior wall of bladder,36
4001819,Acute hematogenous osteomyelitis,36
4209553,Closed injury of thoracic trachea,36
604225,Oroantral communication,36
373970,Late effects of central nervous system tuberculosis,36
37161343,Angulation deformity of long bone,36
4219324,Abscess of epididymis,36
4064423,Obstructed labor due to pelvic inlet contraction,36
4155905,Bullous eruption,36
36716001,Infection of intestine caused by Entamoeba histolytica,36
253009,Thoracogenic scoliosis,36
4110491,Fistula of nasal sinus,36
4295617,Intraepidermal squamous carcinoma of arm,36
4156666,Deformity of metatarsal,36
36715558,Superficial folliculitis caused by bacterium,36
4130383,Neoplasm of soft palate,36
4181336,Malignant tumor of soft palate,36
44500932,"Neuroendocrine tumor, NOS, of duodenum",36
4142195,Complication of anesthesia,36
435740,Tetanus,36
42536979,"Burn involving 10-19 percent of body surface, with 15-19 percent of body surface with full thickness burn",36
606882,Acute rheumatic carditis,36
438761,Acute dacryocystitis,36
4160460,Impetigo bullosa,36
45757588,Rupture of uterus during labor,36
377274,Nonsenile cataract,36
4117679,Peripheral arterial embolism,36
44502254,"Craniopharyngioma, NOS, of craniopharyngeal duct",36
36543276,Bowen disease of skin of upper limb and shoulder,36
4047952,Congenital anomaly of metatarsal bone,36
4204843,Pustular folliculitis,36
4112334,Idiopathic hypotension,36
4302676,Amebic dysentery,36
195177,Paratyphoid fever,36
4054957,Closed injury of trachea,36
4052685,Metatarsus adductus,36
605283,Thromboembolus of artery of lower limb,36
4353837,Dilatation of pulmonary artery,36
44501523,"Neuroendocrine tumor, NOS, of body of stomach",36
4185201,Angulation deformity of bone - finding,36
435228,Common variable agammaglobulinemia,36
4220818,Infantile cataract,36
254282,Primary malignant neoplasm of soft palate,36
444259,Psychogenic amnesia,36
4059563,Foreign body in urinary bladder,35
4154427,Animal bite of hand,35
37116834,Postpartum acute renal failure,35
138690,Infestation by Pediculus,35
75943,Open fracture of pubis,35
434003,Glycogen storage disease,35
44782607,Abscess of tendon of lower limb,35
442529,Cranial nerve injury due to birth trauma,35
4183226,Cervical spine inflamed,35
4130039,Neoplasm of occipital lobe,35
4083371,Dislocation of carpometacarpal joint,35
4069943,Neuromuscular scoliosis,35
4111776,Squamous cell carcinoma of buccal mucosa,35
77955,Articular cartilage disorder of shoulder region,35
432863,Acquired coagulation factor deficiency,35
4092160,Perforated diverticulum of large intestine,35
4298847,Malignant tumor of nerve sheath origin,35
4101005,Abnormal atrioventricular connection,35
4095112,Retained menstruation,35
37016885,Dissection of artery of lower limb,35
4155076,Complicated diverticular disease of large intestine,35
4094346,Insect bite to hand - nonvenomous,35
75920,Osteitis condensans,35
377980,Cerebral irritability in newborn,35
442747,Contact dermatitis caused by food in contact with skin,35
438733,Profound intellectual disability,35
4057181,Multiple injuries of neck,35
4332011,Subglottic stenosis,35
381552,Retained magnetic intraocular foreign body,35
4170135,Prominent ear,35
133296,Osteomyelitis of upper arm,35
437366,Contracture of tendon sheath,35
40481124,Edema of back,35
4057822,Perforation and abscess with diverticular disease of small and large intestine,35
441953,Congenital structural abnormality of orbit,35
40493495,Carcinoma of floor of mouth,35
37168893,Metal foreign body in head and/or neck,35
4153864,Animal bite of wrist,35
4003303,Infection of humerus,35
40319195,Short umbilical cord,35
4030056,Injury of thyroid gland,35
4151513,Insect bite of hand,35
4113014,Metal foreign body in eye region,35
44502703,"Adenocarcinoma with mixed subtypes of middle lobe, lung",35
4301642,Malignant peripheral nerve sheath tumor,35
81945,Palindromic rheumatism of multiple sites,35
37110660,Laceration of flexor tendon at forearm level,35
45757330,Stress fracture of lumbar vertebra,35
4086227,Metal foreign body in head,35
258182,Disto-occlusion of teeth,35
4289830,Chronic duodenal ulcer with hemorrhage AND perforation,35
46273592,Enteritis caused by Yersinia enterocolitica,35
45766970,Pathologic fracture of humerus at site of neoplasm,35
432602,Fungal meningitis,35
377680,Facial nerve injury as birth trauma,35
4092828,Latent early syphilis,35
437189,Accidental poisoning by carbon monoxide,35
433124,Infection by Yersinia enterocolitica,35
436632,Early congenital syphilis (less than 2 years),35
36717542,Primary sarcoma of retroperitoneum,35
4171109,Cerebral irritation,35
1246786,Postpartum disorder of breast,35
4056290,"Traumatic amputation, thumb, through interphalangeal joint",35
4052513,"Insect bite, nonvenomous, of wrist",35
35624870,Neoplasm of humerus,35
72988,Pyogenic arthritis of hand,34
433244,Tooth loss,34
4130376,Neoplasm of dorsal surface of tongue,34
40480731,Infection of bone of shoulder girdle,34
37166315,Primary mucinous adenocarcinoma of gastrointestinal tract,34
140967,Myeloid sarcoma,34
4029355,Congenital anomaly of iris,34
4060317,Anterior chest wall pain,34
44500162,"Teratoma, malignant, NOS, of ovary",34
4272486,Diffuse crescentic glomerulonephritis,34
42535480,Hemiplegia of left dominant side,34
201619,Gastric diverticulum,34
46269818,Hepatic coma due to alcoholic liver failure,34
434587,Primary malignant neoplasm of dorsal surface of tongue,34
4211682,Disease caused by Polyomavirus,34
619584,Acquired atresia of vagina,34
36567729,Intraductal papillary adenocarcinoma with invasion of gallbladder,34
4329092,Disease caused by JC polyomavirus,34
4010016,Chest wall pain,34
4115180,Fracture malunion - hand,34
436414,Acute lacrimal canaliculitis,34
40381321,Malignant neoplasm of dorsal surface of tongue,34
433957,Progressive multifocal leukoencephalopathy,34
44502159,"Small cell carcinoma, NOS, of main bronchus",34
373204,Conjunctival xerosis,34
193814,Chronic parametritis and pelvic cellulitis,34
438365,Phaeohyphomycosis,34
4085878,Recurrent hematuria,34
441267,Cystic fibrosis,34
